"FID";"snow_emergency_name";"service_date";"address";"latitude";"longitude";"day_id";"ward";"neighborhood";"community";"tow_district"
387;"Yardville";"2018-02-25 00:00:00";"201 15th st w,Minneapolis,MN";44.967;-93.281;1;7;"Loring Park";"Central";3
388;"Yardville";"2018-02-25 00:00:00";"2814 EMERSON AVE S,Minneapolis,MN";44.952;-93.295;1;10;"Lowry Hill East";"Calhoun Isle";3
389;"Yardville";"2018-02-25 00:00:00";"2900 EMERSON AVE S,Minneapolis,MN";44.95;-93.294;1;10;"Lowry Hill East";"Calhoun Isle";3
390;"Yardville";"2018-02-25 00:00:00";"504 1st Ave n,Minneapolis,MN";44.98;-93.274;1;3;"Downtown West";"Central";3
391;"Yardville";"2018-02-25 00:00:00";"205 15th st w ,Minneapolis,MN";44.967;-93.281;1;7;"Loring Park";"Central";3
392;"Yardville";"2018-02-25 00:00:00";"2914 Emerson av s,Minneapolis,MN";44.949;-93.295;1;10;"Lowry Hill East";"Calhoun Isle";3
393;"Yardville";"2018-02-25 00:00:00";"2916 EMERSON AVE S,Minneapolis,MN";44.949;-93.295;1;10;"Lowry Hill East";"Calhoun Isle";3
394;"Yardville";"2018-02-25 00:00:00";"209 15th st w,Minneapolis,MN";44.967;-93.282;1;7;"Loring Park";"Central";3
395;"Yardville";"2018-02-25 00:00:00";"2920 emerson ave s,Minneapolis,MN";44.949;-93.295;1;10;"Lowry Hill East";"Calhoun Isle";3
396;"Yardville";"2018-02-25 00:00:00";"601 1st Ave n,Minneapolis,MN";44.979;-93.275;1;3;"Downtown West";"Central";3
397;"Yardville";"2018-02-25 00:00:00";"600 1st ave n,Minneapolis,MN";44.979;-93.276;1;3;"Downtown West";"Central";3
398;"Yardville";"2018-02-25 00:00:00";"15th st & la Salle ave ,Minneapolis,MN";44.968;-93.279;1;7;"Loring Park";"Central";3
399;"Yardville";"2018-02-25 00:00:00";"109 15th st W,Minneapolis,MN";44.968;-93.28;1;7;"Loring Park";"Central";3
400;"Yardville";"2018-02-25 00:00:00";"214 15th st w,Minneapolis,MN";44.968;-93.282;1;7;"Loring Park";"Central";3
401;"Yardville";"2018-02-25 00:00:00";"206 15th St w ,Minneapolis,MN";44.968;-93.281;1;7;"Loring Park";"Central";3
402;"Yardville";"2018-02-25 00:00:00";"1700 BLOCK OF 3RD AVE S,Minneapolis,MN";44.966;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
403;"Yardville";"2018-02-25 00:00:00";"512 15th st,Minneapolis,MN";44.968;-93.268;1;7;"Elliot Park";"Central";3
404;"Yardville";"2018-02-25 00:00:00";"515 15TH ST W,Minneapolis,MN";44.968;-93.286;1;7;"Loring Park";"Central";3
405;"Yardville";"2018-02-25 00:00:00";"712 15th st w,Minneapolis,MN";44.968;-93.282;1;7;"Loring Park";"Central";3
406;"Yardville";"2018-02-25 00:00:00";"304 15th st w,Minneapolis,MN";44.968;-93.286;1;7;"Loring Park";"Central";3
407;"Yardville";"2018-02-25 00:00:00";"1800 3RD AVE S,Minneapolis,MN";44.965;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
408;"Yardville";"2018-02-25 00:00:00";"1805 3rd Ave s,Minneapolis,MN";44.965;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
409;"Yardville";"2018-02-25 00:00:00";"204 15TH ST W,Minneapolis,MN";44.968;-93.281;1;7;"Loring Park";"Central";3
410;"Yardville";"2018-02-25 00:00:00";"1811 3rd av s,Minneapolis,MN";44.965;-93.272;1;6;"Steven's Square - Loring Heights";"Central";3
411;"Yardville";"2018-02-25 00:00:00";"1815 3rd ave s,Minneapolis,MN";44.965;-93.272;1;6;"Steven's Square - Loring Heights";"Central";3
412;"Yardville";"2018-02-26 00:00:00";"2019 3rd av s,Minneapolis,MN";44.962;-93.273;1;10;"Whittier";"Powderhorn";3
413;"Yardville";"2018-02-26 00:00:00";"2020 grand ave s ,Minneapolis,MN";44.962;-93.284;2;10;"Whittier";"Powderhorn";3
414;"Yardville";"2018-02-26 00:00:00";"2114 3rd ave s,Minneapolis,MN";44.961;-93.273;1;10;"Whittier";"Powderhorn";3
415;"Yardville";"2018-02-26 00:00:00";"2204 Grand ave s,Minneapolis,MN";44.961;-93.285;2;10;"Whittier";"Powderhorn";3
416;"Yardville";"2018-02-26 00:00:00";"2200 3RD AVE S,Minneapolis,MN";44.961;-93.273;1;10;"Whittier";"Powderhorn";3
417;"Yardville";"2018-02-26 00:00:00";"2202 Grand ave s,Minneapolis,MN";44.961;-93.284;2;10;"Whittier";"Powderhorn";3
418;"Yardville";"2018-02-26 00:00:00";"1824 2nd av s,Minneapolis,MN";44.965;-93.274;2;6;"Steven's Square - Loring Heights";"Central";3
419;"Yardville";"2018-02-26 00:00:00";"2214 3rd Ave s ,Minneapolis,MN";44.961;-93.273;1;10;"Whittier";"Powderhorn";3
420;"Yardville";"2018-02-26 00:00:00";"211 3 AVE S,Minneapolis,MN";44.981;-93.263;1;3;"Downtown West";"Central";3
421;"Yardville";"2018-02-26 00:00:00";"2210 3rd av s,Minneapolis,MN";44.961;-93.273;1;10;"Whittier";"Powderhorn";3
422;"Yardville";"2018-02-26 00:00:00";"203 15TH ST W,Minneapolis,MN";44.968;-93.281;1;7;"Loring Park";"Central";3
423;"Yardville";"2018-02-26 00:00:00";"1806 6th st s,Minneapolis,MN";44.97;-93.254;2;6;"Downtown East";"Central";3
424;"Yardville";"2018-02-26 00:00:00";"629 15TH ST W,Minneapolis,MN";44.968;-93.286;1;7;"Loring Park";"Central";3
425;"Yardville";"2018-02-26 00:00:00";"2302 5TH AVE S,Minneapolis,MN";44.96;-93.269;2;6;"Phillips West";"Phillips";3
426;"Yardville";"2018-02-26 00:00:00";"516 25TH ST E,Minneapolis,MN";44.958;-93.268;2;6;"Phillips West";"Phillips";3
427;"Yardville";"2018-02-26 00:00:00";"2500 BLOCK OF 3RD AVE S,Minneapolis,MN";44.957;-93.273;1;10;"Whittier";"Powderhorn";3
428;"Yardville";"2018-02-26 00:00:00";"2208 grand ave s ,Minneapolis,MN";44.96;-93.285;2;10;"Whittier";"Powderhorn";3
429;"Yardville";"2018-02-26 00:00:00";"308 15TH ST W,Minneapolis,MN";44.968;-93.286;1;7;"Loring Park";"Central";3
430;"Yardville";"2018-02-26 00:00:00";"1904 Aldrich av s,Minneapolis,MN";44.964;-93.289;2;10;"Lowry Hill East";"Calhoun Isle";3
431;"Yardville";"2018-02-26 00:00:00";"2500 block of 3rd Ave s,Minneapolis,MN";44.957;-93.273;1;10;"Whittier";"Powderhorn";3
432;"Yardville";"2018-02-26 00:00:00";"2727 1st ave s,Minneapolis,MN";44.953;-93.276;1;10;"Whittier";"Powderhorn";3
433;"Yardville";"2018-02-26 00:00:00";"2814 1st ave s,Minneapolis,MN";44.951;-93.277;1;10;"Whittier";"Powderhorn";3
434;"Yardville";"2018-02-26 00:00:00";"904 15th st e,Minneapolis,MN";44.968;-93.261;2;6;"Elliot Park";"Central";3
435;"Yardville";"2018-02-26 00:00:00";"2814 1stsv s ,Minneapolis,MN";44.951;-93.277;1;10;"Whittier";"Powderhorn";3
436;"Yardville";"2018-02-26 00:00:00";"2008 Aldrich av s ,Minneapolis,MN";44.962;-93.289;2;10;"Lowry Hill East";"Calhoun Isle";3
437;"Yardville";"2018-02-26 00:00:00";"1410 5th ave s,Minneapolis,MN";44.969;-93.269;2;7;"Elliot Park";"Central";3
438;"Yardville";"2018-02-26 00:00:00";"2822 1st av s,Minneapolis,MN";44.951;-93.277;1;10;"Whittier";"Powderhorn";3
439;"Yardville";"2018-02-26 00:00:00";"1400 emerson AVE N,Minneapolis,MN";44.967;-93.294;1;7;"Lowry Hill";"Calhoun Isle";3
440;"Yardville";"2018-02-26 00:00:00";"1504 10TH AVE S,Minneapolis,MN";44.968;-93.26;2;6;"Elliot Park";"Central";3
441;"Yardville";"2018-02-26 00:00:00";"2707 1ST AVE S,Minneapolis,MN";44.953;-93.276;1;10;"Whittier";"Powderhorn";3
442;"Yardville";"2018-02-26 00:00:00";"1624 10TH AVE S,Minneapolis,MN";44.967;-93.26;2;6;"Elliot Park";"Central";3
443;"Yardville";"2018-02-26 00:00:00";"1508 Elliot ave ,Minneapolis,MN";44.968;-93.261;2;6;"Elliot Park";"Central";3
444;"Yardville";"2018-02-26 00:00:00";"1512 elliot Ave ,Minneapolis,MN";44.968;-93.261;2;6;"Elliot Park";"Central";3
445;"Yardville";"2018-02-26 00:00:00";"924 15th st e,Minneapolis,MN";44.968;-93.26;2;6;"Elliot Park";"Central";3
446;"Yardville";"2018-02-26 00:00:00";"220 4th ave ne,Minneapolis,MN";44.979;-93.266;2;3;"Downtown West";"Central";3
447;"Yardville";"2018-02-26 00:00:00";"The mall & Humboldt Ave n ,Minneapolis,MN";44.95;-93.301;2;7;"East Isles";"Calhoun Isle";3
448;"Yardville";"2018-02-26 00:00:00";"Mall/ Humboldt,Minneapolis,MN";44.95;-93.301;2;7;"East Isles";"Calhoun Isle";3
449;"Yardville";"2018-02-26 00:00:00";"2118 10th av s,Minneapolis,MN";44.961;-93.26;2;6;"Ventura Village";"Phillips";3
450;"Yardville";"2018-02-26 00:00:00";"The mall & Humboldt Ave n ,Minneapolis,MN";44.95;-93.301;2;7;"East Isles";"Calhoun Isle";3
451;"Yardville";"2018-02-26 00:00:00";"THE MALL & IRVING AVE S,Minneapolis,MN";44.95;-93.302;2;7;"East Isles";"Calhoun Isle";3
452;"Yardville";"2018-02-26 00:00:00";"THE MALL @ HUMBOLDT AVE S,Minneapolis,MN";44.95;-93.301;2;7;"East Isles";"Calhoun Isle";3
453;"Yardville";"2018-02-26 00:00:00";"The mall & James ave s,Minneapolis,MN";44.95;-93.303;2;7;"East Isles";"Calhoun Isle";3
454;"Yardville";"2018-02-26 00:00:00";"2116 10th av s,Minneapolis,MN";44.961;-93.26;2;6;"Ventura Village";"Phillips";3
455;"Yardville";"2018-02-26 00:00:00";"1508 spruce place,Minneapolis,MN";44.967;-93.281;2;7;"Loring Park";"Central";3
456;"Yardville";"2018-02-26 00:00:00";"The mall & Irving Ave s,Minneapolis,MN";44.95;-93.302;2;7;"East Isles";"Calhoun Isle";3
457;"Yardville";"2018-02-26 00:00:00";"1518 spruce place,Minneapolis,MN";44.967;-93.281;2;7;"Loring Park";"Central";3
458;"Yardville";"2018-02-26 00:00:00";"2214 10th av s,Minneapolis,MN";44.96;-93.26;2;6;"Ventura Village";"Phillips";3
459;"Yardville";"2018-02-26 00:00:00";"2448 10TH AVE S,Minneapolis,MN";44.958;-93.26;2;9;"Midtown Phillips";"Phillips";3
460;"Yardville";"2018-02-26 00:00:00";"2404 Elliot ave ,Minneapolis,MN";44.959;-93.262;2;9;"Midtown Phillips";"Phillips";3
461;"Yardville";"2018-02-26 00:00:00";"2444 10TH AVE S,Minneapolis,MN";44.958;-93.26;2;9;"Midtown Phillips";"Phillips";3
462;"Yardville";"2018-02-26 00:00:00";"2444 10TH AVE S,Minneapolis,MN";44.958;-93.26;2;9;"Midtown Phillips";"Phillips";3
463;"Yardville";"2018-02-26 00:00:00";"2220 Emerson av s,Minneapolis,MN";44.96;-93.295;2;7;"East Isles";"Calhoun Isle";3
464;"Yardville";"2018-02-26 00:00:00";"2814 Columbus ave s ,Minneapolis,MN";44.951;-93.264;2;6;"Phillips West";"Phillips";3
465;"Yardville";"2018-02-26 00:00:00";"1778 DuPont av s,Minneapolis,MN";44.966;-93.293;2;7;"Lowry Hill";"Calhoun Isle";3
466;"Yardville";"2018-02-26 00:00:00";"2018 Girard av s ,Minneapolis,MN";44.962;-93.297;2;7;"Lowry Hill";"Calhoun Isle";3
467;"Yardville";"2018-02-26 00:00:00";"2918 columbus,Minneapolis,MN";44.949;-93.264;2;6;"Phillips West";"Phillips";3
468;"Yardville";"2018-02-26 00:00:00";"1830 3rd ave s,Minneapolis,MN";44.964;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
469;"Yardville";"2018-02-26 00:00:00";"708 15th st w,Minneapolis,MN";44.968;-93.282;1;7;"Loring Park";"Central";3
470;"Yardville";"2018-02-26 00:00:00";"2904 COLUMBUS AVE S,Minneapolis,MN";44.95;-93.264;2;6;"Phillips West";"Phillips";3
471;"Yardville";"2018-02-26 00:00:00";"2852 Columbus ave s,Minneapolis,MN";44.95;-93.264;2;6;"Phillips West";"Phillips";3
472;"Yardville";"2018-02-26 00:00:00";"1829 3rd av s,Minneapolis,MN";44.964;-93.272;1;6;"Steven's Square - Loring Heights";"Central";3
473;"Yardville";"2018-02-26 00:00:00";"2930 COLUMBUS AVE S,Minneapolis,MN";44.949;-93.264;2;6;"Phillips West";"Phillips";3
474;"Yardville";"2018-02-26 00:00:00";"1902 DuPont AVE S,Minneapolis,MN";44.964;-93.293;2;7;"Lowry Hill";"Calhoun Isle";3
475;"Yardville";"2018-02-26 00:00:00";"2920 12th av s,Minneapolis,MN";44.949;-93.258;2;9;"Midtown Phillips";"Phillips";3
476;"Yardville";"2018-02-26 00:00:00";"2816 Columbus ave s,Minneapolis,MN";44.951;-93.264;2;6;"Phillips West";"Phillips";3
477;"Yardville";"2018-02-26 00:00:00";"1918 3rd av s,Minneapolis,MN";44.963;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
478;"Yardville";"2018-02-26 00:00:00";"202 15TH ST W,Minneapolis,MN";44.968;-93.281;1;7;"Loring Park";"Central";3
479;"Yardville";"2018-02-26 00:00:00";"1906 3RD AVE S,Minneapolis,MN";44.964;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
480;"Yardville";"2018-02-26 00:00:00";"2014 3rd av s,Minneapolis,MN";44.962;-93.273;1;10;"Whittier";"Powderhorn";3
481;"Yardville";"2018-02-26 00:00:00";"1906 3rd Ave s,Minneapolis,MN";44.964;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
482;"Yardville";"2018-02-26 00:00:00";"1900 3AVE S,Minneapolis,MN";44.964;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
483;"Yardville";"2018-02-26 00:00:00";"400 clifton av,Minneapolis,MN";44.967;-93.285;2;7;"Loring Park";"Central";3
484;"Yardville";"2018-02-26 00:00:00";"620 15th st w,Minneapolis,MN";44.968;-93.282;1;7;"Loring Park";"Central";3
485;"Yardville";"2018-02-26 00:00:00";"1800 3RD AVE S,Minneapolis,MN";44.965;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
486;"Yardville";"2018-02-26 00:00:00";"1900 3rd ave s,Minneapolis,MN";44.964;-93.273;1;6;"Steven's Square - Loring Heights";"Central";3
487;"Yardville";"2018-02-26 00:00:00";"2014 3rd av s,Minneapolis,MN";44.962;-93.273;1;10;"Whittier";"Powderhorn";3
488;"Yardville";"2018-02-26 00:00:00";"2332 grand av s,Minneapolis,MN";44.959;-93.284;2;10;"Whittier";"Powderhorn";3
489;"Yardville";"2018-02-27 00:00:00";"103 14th st w,Minneapolis,MN";44.969;-93.279;3;7;"Loring Park";"Central";3
490;"Yardville";"2018-02-27 00:00:00";"231 clifton Ave,Minneapolis,MN";44.966;-93.284;3;7;"Loring Park";"Central";3
491;"Yardville";"2018-02-27 00:00:00";"123 19th st e,Minneapolis,MN";44.964;-93.275;3;6;"Steven's Square - Loring Heights";"Central";3
492;"Yardville";"2018-02-27 00:00:00";"143 19th st e,Minneapolis,MN";44.964;-93.274;3;6;"Steven's Square - Loring Heights";"Central";3
493;"Yardville";"2018-02-27 00:00:00";"1825 stevens Ave S,Minneapolis,MN";44.964;-93.275;3;6;"Steven's Square - Loring Heights";"Central";3
494;"Yardville";"2018-02-27 00:00:00";"1811 Stevens ave s ,Minneapolis,MN";44.965;-93.275;3;6;"Steven's Square - Loring Heights";"Central";3
495;"Yardville";"2018-02-27 00:00:00";"1913 stevens Ave S,Minneapolis,MN";44.963;-93.275;3;6;"Steven's Square - Loring Heights";"Central";3
496;"Yardville";"2018-02-27 00:00:00";"301 RIDGEWOOD AVE S,Minneapolis,MN";44.964;-93.283;3;7;"Steven's Square - Loring Heights";"Central";3
497;"Yardville";"2018-02-27 00:00:00";"109 19TH ST E,Minneapolis,MN";44.964;-93.276;3;6;"Steven's Square - Loring Heights";"Central";3
498;"Yardville";"2018-02-27 00:00:00";"1705 Stevens ave s,Minneapolis,MN";44.966;-93.275;3;6;"Steven's Square - Loring Heights";"Central";3
499;"Yardville";"2018-02-27 00:00:00";"1905 2nd ave s,Minneapolis,MN";44.964;-93.274;3;6;"Steven's Square - Loring Heights";"Central";3
500;"Yardville";"2018-02-27 00:00:00";"1823 Stevens ave s,Minneapolis,MN";44.964;-93.275;3;6;"Steven's Square - Loring Heights";"Central";3
501;"Yardville";"2018-02-27 00:00:00";"213 18th st e ,Minneapolis,MN";44.965;-93.273;3;6;"Steven's Square - Loring Heights";"Central";3
502;"Yardville";"2018-02-27 00:00:00";"2121 4TH AVE N,Minneapolis,MN";44.982;-93.308;3;5;"Harrison";"Near North";3
503;"Yardville";"2018-02-27 00:00:00";"321 18th st e,Minneapolis,MN";44.965;-93.272;3;6;"Steven's Square - Loring Heights";"Central";3
504;"Yardville";"2018-02-27 00:00:00";"331 18th st e,Minneapolis,MN";44.965;-93.271;3;6;"Steven's Square - Loring Heights";"Central";3
505;"Yardville";"2018-02-27 00:00:00";"1901 2nd ave s,Minneapolis,MN";44.964;-93.274;3;6;"Steven's Square - Loring Heights";"Central";3
506;"Yardville";"2018-02-27 00:00:00";"1900 Pillsbury ave s,Minneapolis,MN";44.964;-93.281;3;7;"Steven's Square - Loring Heights";"Central";3
507;"Yardville";"2018-02-27 00:00:00";"1829 2nd Ave s ,Minneapolis,MN";44.964;-93.274;3;6;"Steven's Square - Loring Heights";"Central";3
508;"Yardville";"2018-02-27 00:00:00";"1831 2ND AVE S,Minneapolis,MN";44.964;-93.274;3;6;"Steven's Square - Loring Heights";"Central";3
509;"Yardville";"2018-02-27 00:00:00";"215 18TH ST E,Minneapolis,MN";44.965;-93.273;3;6;"Steven's Square - Loring Heights";"Central";3
510;"Yardville";"2018-02-27 00:00:00";"223 Ridgewood ave s,Minneapolis,MN";44.964;-93.282;3;7;"Steven's Square - Loring Heights";"Central";3
511;"Yardville";"2018-02-27 00:00:00";"331 19th st ,Minneapolis,MN";44.964;-93.271;3;6;"Steven's Square - Loring Heights";"Central";3
512;"Yardville";"2018-02-27 00:00:00";"2721 3rd av s,Minneapolis,MN";44.954;-93.273;3;10;"Whittier";"Powderhorn";3
513;"Yardville";"2018-02-27 00:00:00";"2711 3rd ave s ,Minneapolis,MN";44.954;-93.273;3;10;"Whittier";"Powderhorn";3
514;"Yardville";"2018-02-27 00:00:00";"819 15th St e,Minneapolis,MN";44.968;-93.262;3;6;"Elliot Park";"Central";3
515;"Yardville";"2018-02-25 00:00:00";"2936 JOHNSON ST NE,Minneapolis,MN";45.022;-93.237;1;1;"Audubon Park";"Northeast";2
516;"Yardville";"2018-02-26 00:00:00";"2641 Marshall St NE,Minneapolis,MN";45.016;-93.272;1;1;"Marshall Terrace";"Northeast";2
517;"Yardville";"2018-02-26 00:00:00";"2111 Marshall St NE,Minneapolis,MN";45.009;-93.271;1;3;"Bottineau";"Northeast";2
518;"Yardville";"2018-02-26 00:00:00";"1427 Marshall St NE,Minneapolis,MN";45.002;-93.271;1;3;"Sheridan";"Northeast";2
519;"Yardville";"2018-02-26 00:00:00";"1843 31st ave ,Minneapolis,MN";45.024;-93.234;1;1;"Waite Park";"Northeast";2
520;"Yardville";"2018-02-26 00:00:00";"112 12th ave ne,Minneapolis,MN";45.0;-93.267;2;3;"Sheridan";"Northeast";2
521;"Yardville";"2018-02-26 00:00:00";"1702 pierce st ne,Minneapolis,MN";45.005;-93.241;2;1;"Northeast Park";"Northeast";2
522;"Yardville";"2018-02-26 00:00:00";"1700 Johnson st ne,Minneapolis,MN";45.005;-93.237;2;1;"Northeast Park";"Northeast";2
523;"Yardville";"2018-02-26 00:00:00";"2214 jackson st ne,Minneapolis,MN";45.01;-93.249;2;1;"Holland";"Northeast";2
524;"Yardville";"2018-02-26 00:00:00";"2526 taylor st ne,Minneapolis,MN";45.014;-93.244;2;1;"Audubon Park";"Northeast";2
525;"Yardville";"2018-02-26 00:00:00";"2418 filmore st ne,Minneapolis,MN";45.013;-93.242;2;1;"Windom Park";"Northeast";2
526;"Yardville";"2018-02-26 00:00:00";"336 19th ave ne,Minneapolis,MN";45.007;-93.263;2;1;"Holland";"Northeast";2
527;"Yardville";"2018-02-26 00:00:00";"1838 quincy st ne,Minneapolis,MN";45.007;-93.251;2;1;"Logan Park";"Northeast";2
528;"Yardville";"2018-02-26 00:00:00";"906 23rd ave ne,Minneapolis,MN";45.011;-93.249;2;1;"Holland";"Northeast";2
529;"Yardville";"2018-02-26 00:00:00";"634 18th ave ne,Minneapolis,MN";45.006;-93.257;2;1;"Logan Park";"Northeast";2
530;"Yardville";"2018-02-26 00:00:00";"2604 jackson st ne,Minneapolis,MN";45.015;-93.249;2;1;"Holland";"Northeast";2
531;"Yardville";"2018-02-26 00:00:00";"2510 howard st ne,Minneapolis,MN";45.014;-93.253;2;1;"Holland";"Northeast";2
532;"Yardville";"2018-02-26 00:00:00";"2630 California St ne,Minneapolis,MN";45.016;-93.269;2;1;"Marshall Terrace";"Northeast";2
533;"Yardville";"2018-02-26 00:00:00";"2536 filmore st ne,Minneapolis,MN";45.014;-93.242;2;1;"Audubon Park";"Northeast";2
534;"Yardville";"2018-02-26 00:00:00";"2720 polk st ne,Minneapolis,MN";45.018;-93.246;2;1;"Audubon Park";"Northeast";2
535;"Yardville";"2018-02-26 00:00:00";"680 24th ave ne,Minneapolis,MN";45.012;-93.254;2;1;"Holland";"Northeast";2
536;"Yardville";"2018-02-26 00:00:00";"532 37th Ave NE,Minneapolis,MN";45.035;-93.259;1;1;"Columbia Park";"Northeast";2
537;"Yardville";"2018-02-26 00:00:00";"572 37th Ave NE,Minneapolis,MN";45.035;-93.257;1;1;"Columbia Park";"Northeast";2
538;"Yardville";"2018-02-26 00:00:00";"562 37th Ave NE,Minneapolis,MN";45.036;-93.258;1;1;"Columbia Park";"Northeast";2
539;"Yardville";"2018-02-26 00:00:00";"582 37th Ave NE,Minneapolis,MN";45.035;-93.257;1;1;"Columbia Park";"Northeast";2
540;"Yardville";"2018-02-26 00:00:00";"248 6th st ne,Minneapolis,MN";44.992;-93.254;2;3;"St. Anthony East";"Northeast";2
541;"Yardville";"2018-02-26 00:00:00";"416 4th ave ne,Minneapolis,MN";44.993;-93.257;2;3;"St. Anthony West";"Northeast";2
542;"Yardville";"2018-02-26 00:00:00";"802 3rd ave ne,Minneapolis,MN";44.993;-93.251;2;3;"St. Anthony East";"Northeast";2
543;"Yardville";"2018-02-26 00:00:00";"306 6th ave ne,Minneapolis,MN";44.995;-93.26;2;3;"St. Anthony West";"Northeast";2
544;"Yardville";"2018-02-26 00:00:00";"674 summer st ne,Minneapolis,MN";44.997;-93.254;2;3;"St. Anthony East";"Northeast";2
545;"Yardville";"2018-02-26 00:00:00";"1166 14th ave se,Minneapolis,MN";44.993;-93.232;2;1;"Como";"University";2
546;"Yardville";"2018-02-26 00:00:00";"1126 14th ave se,Minneapolis,MN";44.992;-93.232;2;1;"Como";"University";2
547;"Yardville";"2018-02-26 00:00:00";"688 Summer st ne,Minneapolis,MN";44.997;-93.253;2;3;"St. Anthony East";"Northeast";2
548;"Yardville";"2018-02-26 00:00:00";"1176 14th ave SE,Minneapolis,MN";44.993;-93.232;2;1;"Como";"University";2
549;"Yardville";"2018-02-26 00:00:00";"1124 14th ave Se,Minneapolis,MN";44.992;-93.232;2;1;"Como";"University";2
550;"Yardville";"2018-02-26 00:00:00";"402 7th ave ne,Minneapolis,MN";44.996;-93.26;2;3;"St. Anthony West";"Northeast";2
551;"Yardville";"2018-02-26 00:00:00";"308 9th ave ne,Minneapolis,MN";44.998;-93.263;2;3;"St. Anthony West";"Northeast";2
552;"Yardville";"2018-02-26 00:00:00";"124 9th ave ne,Minneapolis,MN";44.996;-93.267;2;3;"St. Anthony West";"Northeast";2
553;"Yardville";"2018-02-26 00:00:00";"1122 14th ave se,Minneapolis,MN";44.992;-93.232;2;1;"Como";"University";2
554;"Yardville";"2018-02-26 00:00:00";"306 9th ave ne,Minneapolis,MN";44.998;-93.263;2;3;"St. Anthony West";"Northeast";2
555;"Yardville";"2018-02-26 00:00:00";"718 6th st ne,Minneapolis,MN";44.998;-93.258;2;3;"St. Anthony West";"Northeast";2
556;"Yardville";"2018-02-26 00:00:00";"2626 Ulysses st ne,Minneapolis,MN";45.016;-93.236;2;1;"Audubon Park";"Northeast";2
557;"Yardville";"2018-02-26 00:00:00";"344 26th ave ne,Minneapolis,MN";45.015;-93.263;2;1;"Holland";"Northeast";2
558;"Yardville";"2018-02-26 00:00:00";"1400 Grand st ne,Minneapolis,MN";45.002;-93.27;2;3;"Sheridan";"Northeast";2
559;"Yardville";"2018-02-26 00:00:00";"1208 Main st ne,Minneapolis,MN";45.0;-93.268;2;3;"Sheridan";"Northeast";2
560;"Yardville";"2018-02-26 00:00:00";"2312 7th st ne,Minneapolis,MN";45.012;-93.258;2;1;"Holland";"Northeast";2
561;"Yardville";"2018-02-26 00:00:00";"2312 7th st ne,Minneapolis,MN";45.012;-93.258;2;1;"Holland";"Northeast";2
562;"Yardville";"2018-02-26 00:00:00";"2212 7th st ne,Minneapolis,MN";45.01;-93.258;2;1;"Holland";"Northeast";2
563;"Yardville";"2018-02-26 00:00:00";"2324 3rd st ne,Minneapolis,MN";45.012;-93.265;2;3;"Bottineau";"Northeast";2
564;"Yardville";"2018-02-26 00:00:00";"1630 adams st ne,Minneapolis,MN";45.005;-93.257;2;1;"Logan Park";"Northeast";2
565;"Yardville";"2018-02-26 00:00:00";"1230 3rd st ne,Minneapolis,MN";45.001;-93.265;2;3;"Sheridan";"Northeast";2
566;"Yardville";"2018-02-26 00:00:00";"634 adams st ne,Minneapolis,MN";44.996;-93.256;2;3;"St. Anthony East";"Northeast";2
567;"Yardville";"2018-02-26 00:00:00";"3310 cleveland st ne,Minneapolis,MN";45.028;-93.231;2;1;"Waite Park";"Northeast";2
568;"Yardville";"2018-02-26 00:00:00";"1310 adams st ne,Minneapolis,MN";45.001;-93.257;2;1;"Logan Park";"Northeast";2
569;"Yardville";"2018-02-26 00:00:00";"738 jefferson st ne,Minneapolis,MN";44.998;-93.255;2;3;"St. Anthony East";"Northeast";2
570;"Yardville";"2018-02-26 00:00:00";"1406 jefferson st ne,Minneapolis,MN";45.002;-93.255;2;1;"Logan Park";"Northeast";2
571;"Yardville";"2018-02-26 00:00:00";"1318 jefferson st ne,Minneapolis,MN";45.002;-93.255;2;1;"Logan Park";"Northeast";2
572;"Yardville";"2018-02-26 00:00:00";"612 VanBuren st ne,Minneapolis,MN";44.996;-93.249;2;3;"St. Anthony East";"Northeast";2
573;"Yardville";"2018-02-26 00:00:00";"718 VanBuren st ne,Minneapolis,MN";44.998;-93.249;2;3;"St. Anthony East";"Northeast";2
574;"Yardville";"2018-02-26 00:00:00";"2625 Central Ave NE,Minneapolis,MN";45.016;-93.247;1;1;"Audubon Park";"Northeast";2
575;"Yardville";"2018-02-26 00:00:00";"3300 Central Ave NE,Minneapolis,MN";45.028;-93.248;1;1;"Columbia Park";"Northeast";2
576;"Yardville";"2018-02-26 00:00:00";"3048 Central Ave NE,Minneapolis,MN";45.023;-93.247;1;1;"Columbia Park";"Northeast";2
577;"Yardville";"2018-02-26 00:00:00";"1427 Marshall St NE,Minneapolis,MN";45.002;-93.271;1;3;"Sheridan";"Northeast";2
578;"Yardville";"2018-02-26 00:00:00";"749 spring st ne,Minneapolis,MN";44.995;-93.252;2;3;"St. Anthony East";"Northeast";2
